Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,2,4,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,2,4,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,2,4,15,3,HIT_MUD,false,0,4,0,0,0,,,0,0,-12
4,2,4,18,3,ACCELERATING,false,0,4,0,0,0,,,0,0,-12
5,2,4,21,0,HIT_WALL,false,0,5,0,0,0,,,0,0,-17
6,2,4,21,0,FIXED_CAR,false,0,3,0,0,0,,,0,0,-17
7,2,4,24,0,HIT_WALL,false,0,5,0,0,0,,,0,0,-22
8,2,4,24,0,FIXED_CAR,false,0,3,0,0,0,,,0,0,-22
9,2,4,27,3,ACCELERATING,false,0,3,0,0,0,,,0,0,-22
10,2,4,33,6,ACCELERATING,false,0,3,0,0,0,,,0,0,-22
11,2,4,39,0,HIT_MUD,false,0,5,0,0,0,,,0,0,-30
12,2,4,39,0,FIXED_CAR,false,0,3,0,0,0,,,0,0,-30
13,2,4,42,3,HIT_MUD,false,0,4,0,0,0,,,0,0,-33
14,2,4,45,3,ACCELERATING,false,0,4,0,0,0,,,0,0,-33
15,2,4,48,3,ACCELERATING,false,0,4,0,0,0,,,0,0,-33
16,2,4,51,3,ACCELERATING,false,0,4,0,0,0,,,0,0,-33
17,2,4,54,0,HIT_MUD,false,0,5,0,0,0,,,0,0,-36
18,2,4,54,0,FIXED_CAR,false,0,3,0,0,0,,,0,0,-36
19,2,4,57,3,ACCELERATING,false,0,3,0,0,0,,,0,0,-36
20,2,4,63,0,HIT_WALL,false,0,5,0,0,1,,,0,0,-37
21,2,4,63,0,FIXED_CAR,false,0,3,0,0,1,,,0,0,-37
22,2,4,66,3,HIT_MUD,false,0,4,0,0,1,,,0,0,-40
23,2,4,69,3,ACCELERATING,false,0,4,0,0,1,,,0,0,-40
24,2,4,72,3,ACCELERATING,false,0,4,0,0,1,,,1,0,-36
25,2,4,75,3,ACCELERATING,false,0,4,1,0,1,,,1,0,-32
26,2,4,78,3,ACCELERATING,false,0,4,1,0,1,,,1,0,-32
27,2,4,81,0,HIT_WALL,false,0,5,1,0,1,,,1,0,-37
28,2,4,81,0,FIXED_CAR,false,0,3,1,0,1,,,1,0,-37
29,2,4,84,3,ACCELERATING,false,0,3,1,0,1,,,1,0,-37
30,2,4,90,0,HIT_MUD,false,0,5,1,0,1,,,1,0,-43
31,2,4,90,0,FIXED_CAR,false,0,3,1,0,1,,,1,0,-43
32,2,4,93,3,ACCELERATING,false,0,3,1,0,1,,,1,0,-43
33,2,4,99,6,ACCELERATING,false,0,3,1,0,1,,,1,0,-43
34,2,4,105,6,USED_BOOST,true,5,3,0,0,1,,,1,0,-39
35,2,4,111,6,ACCELERATING,true,4,3,0,0,1,,,1,0,-39
36,2,4,117,6,ACCELERATING,true,3,3,0,0,1,,,1,0,-39
37,2,4,123,6,ACCELERATING,true,2,3,0,0,1,,,1,0,-39
38,2,4,129,6,ACCELERATING,true,1,3,0,0,1,,,1,0,-39
39,2,4,135,6,USED_LIZARD,false,0,3,0,0,0,,,1,0,-39
40,2,4,141,0,HIT_MUD,false,0,5,0,0,0,,,1,0,-45
41,2,4,141,0,FIXED_CAR,false,0,3,0,0,0,,,1,0,-45
42,2,4,144,0,HIT_MUD,false,0,5,0,1,0,,,1,0,-47
43,2,4,144,0,FIXED_CAR,false,0,3,0,1,0,,,1,0,-47
44,2,4,147,3,ACCELERATING,false,0,3,0,1,0,,,1,0,-47
45,2,4,153,6,ACCELERATING,false,0,3,0,1,0,,,1,0,-47
46,2,4,159,6,ACCELERATING,false,0,3,0,1,0,,,1,0,-47
47,2,4,165,6,ACCELERATING,false,0,3,0,1,0,,,1,0,-47
48,2,4,171,6,ACCELERATING,false,0,3,0,1,0,,,1,0,-47
49,2,4,177,6,ACCELERATING,false,0,3,0,1,0,,,1,0,-47
50,2,4,183,6,ACCELERATING,false,0,3,0,1,0,,,1,0,-47
51,2,4,189,3,HIT_MUD,false,0,4,0,1,1,,,1,1,-42
52,2,4,192,3,ACCELERATING,false,0,4,0,1,1,,,1,1,-42
53,2,4,195,3,ACCELERATING,false,0,4,0,1,1,,,1,1,-42
54,2,4,198,3,ACCELERATING,false,0,4,0,1,1,,,1,1,-42
55,2,4,201,3,ACCELERATING,false,0,4,0,1,1,,,1,1,-42
56,2,4,204,0,HIT_MUD,false,0,5,0,1,1,,,1,1,-45
57,2,4,204,0,FIXED_CAR,false,0,3,0,1,1,,,1,1,-45
58,2,4,207,3,ACCELERATING,false,0,3,0,2,1,,,1,1,-41
59,2,4,213,6,ACCELERATING,false,0,3,0,2,1,,,1,1,-41
60,2,4,219,6,USED_LIZARD,false,0,3,0,2,0,,,1,1,-41
61,2,4,225,6,ACCELERATING,false,0,3,0,2,0,,,1,1,-41
62,2,4,231,6,ACCELERATING,false,0,3,0,2,0,,,1,1,-41
63,2,4,237,6,ACCELERATING,false,0,3,0,2,0,,,1,1,-41
64,2,4,243,6,ACCELERATING,false,0,3,0,2,0,,,1,1,-41
65,2,4,249,6,ACCELERATING,false,0,3,0,2,0,,,1,1,-41
66,2,4,255,3,HIT_MUD,false,0,4,0,2,0,,,1,1,-44
67,2,4,258,3,ACCELERATING,false,0,4,0,2,0,,,1,1,-44
68,2,4,261,3,ACCELERATING,false,0,4,0,2,0,,,1,1,-44
69,2,4,264,3,ACCELERATING,false,0,4,0,2,1,,,1,1,-40
70,2,4,267,3,ACCELERATING,false,0,4,1,2,1,,,1,1,-36
71,2,4,270,0,HIT_MUD,false,0,5,1,2,1,,,1,1,-39
72,2,4,270,0,FIXED_CAR,false,0,3,1,2,1,,,1,1,-39
73,2,4,273,3,ACCELERATING,false,0,3,1,2,1,,,1,1,-39
74,2,4,279,6,ACCELERATING,false,0,3,1,2,1,,,1,1,-39
75,2,4,285,6,USED_LIZARD,false,0,3,1,2,0,,,1,1,-39
76,2,4,291,0,HIT_MUD,false,0,5,0,3,0,,,1,1,-37
77,2,4,291,0,FIXED_CAR,false,0,3,0,3,0,,,1,1,-37
78,2,4,294,0,HIT_MUD,false,0,5,0,3,0,,,1,1,-43
79,2,4,294,0,FIXED_CAR,false,0,3,0,3,0,,,1,1,-43
80,2,4,297,3,ACCELERATING,false,0,3,0,3,0,,,1,1,-43
81,2,4,303,6,ACCELERATING,false,0,3,0,3,0,,,1,1,-43
82,2,4,309,6,ACCELERATING,false,0,3,0,3,0,,,1,1,-43
83,2,4,315,6,ACCELERATING,false,0,3,1,3,0,,,1,1,-39
84,2,4,321,6,USED_BOOST,true,5,3,0,3,0,,,1,1,-35
85,2,4,327,6,ACCELERATING,true,4,3,0,3,0,,,1,1,-35
86,2,4,333,6,ACCELERATING,true,3,3,0,3,0,,,1,1,-35
87,2,4,339,6,ACCELERATING,true,2,3,0,4,0,,,1,1,-31
88,2,4,345,3,HIT_MUD,false,0,4,0,4,0,,,1,1,-34
89,2,4,348,0,HIT_MUD,false,0,5,0,4,0,,,1,2,-36
90,2,4,348,0,FIXED_CAR,false,0,3,0,4,0,,,1,2,-36
91,2,4,351,3,ACCELERATING,false,0,3,0,4,0,,,2,2,-32
92,2,4,357,6,ACCELERATING,false,0,3,0,4,0,,,2,2,-32
93,2,4,363,0,HIT_WALL,false,0,5,0,4,0,,,2,2,-37
94,2,4,363,0,FIXED_CAR,false,0,3,0,4,0,,,2,2,-37
95,2,4,366,3,ACCELERATING,false,0,3,0,4,0,,,2,2,-37
96,2,4,372,6,ACCELERATING,false,0,3,0,4,0,,,2,2,-37
97,2,4,378,3,HIT_MUD,false,0,4,0,4,0,,,3,2,-36
98,2,4,381,3,ACCELERATING,false,0,4,0,4,0,,,3,2,-36
99,2,4,384,3,ACCELERATING,false,0,4,0,4,0,,,3,2,-36
100,2,4,387,3,ACCELERATING,false,0,4,0,4,0,,,3,2,-36
101,2,4,390,3,ACCELERATING,false,0,4,0,4,0,,,3,2,-36
102,2,4,393,3,ACCELERATING,false,0,4,0,4,0,,,3,2,-36
103,2,4,396,3,ACCELERATING,false,0,4,0,4,0,,,3,2,-36
104,2,4,399,3,ACCELERATING,false,0,4,0,4,0,,,3,2,-36
105,2,4,402,3,ACCELERATING,false,0,4,0,4,0,,,4,2,-32
106,2,4,405,3,ACCELERATING,false,0,4,0,4,0,,,4,2,-32
107,2,4,408,3,ACCELERATING,false,0,4,0,4,1,,,4,2,-28
108,2,4,411,3,ACCELERATING,false,0,4,0,4,1,,,4,2,-28
109,2,4,414,3,ACCELERATING,false,0,4,0,4,1,,,4,2,-28
110,2,4,417,3,ACCELERATING,false,0,4,0,4,1,,,4,2,-28
111,2,4,420,3,ACCELERATING,false,0,4,0,4,1,,,4,2,-28
112,2,4,423,0,HIT_MUD,false,0,5,0,4,1,,,4,2,-31
113,2,4,423,0,FIXED_CAR,false,0,3,0,4,1,,,4,2,-31
114,2,4,426,3,ACCELERATING,false,0,3,0,4,1,,,4,2,-31
115,2,4,432,6,ACCELERATING,false,0,3,0,4,1,,,4,2,-31
116,2,4,438,6,ACCELERATING,false,0,3,0,4,1,,,4,2,-31
117,2,4,444,6,ACCELERATING,false,0,3,0,4,1,,,4,2,-31
118,2,4,450,6,ACCELERATING,false,0,3,0,4,1,,,4,2,-31
119,2,4,456,6,ACCELERATING,false,0,3,0,4,1,,,5,2,-27
120,2,4,462,6,ACCELERATING,false,0,3,0,4,1,,,5,2,-27
121,2,4,468,3,HIT_MUD,false,0,4,0,4,0,,,5,2,-30
122,2,4,471,3,ACCELERATING,false,0,4,0,4,0,,,5,2,-30
123,2,4,474,3,ACCELERATING,false,0,4,0,4,0,,,5,2,-30
124,2,4,477,3,ACCELERATING,false,0,4,0,4,0,,,5,2,-30
125,2,4,480,3,ACCELERATING,false,0,4,0,4,0,,,5,2,-30
126,2,4,483,0,HIT_WALL,false,0,5,0,4,0,,,5,2,-35
127,2,4,483,0,FIXED_CAR,false,0,3,0,4,0,,,5,2,-35
128,2,4,486,3,ACCELERATING,false,0,3,0,4,0,,,5,2,-35
129,2,4,492,6,ACCELERATING,false,0,3,0,4,0,,,5,2,-35
130,2,4,498,6,ACCELERATING,false,0,3,0,4,0,,,5,2,-35
131,2,4,504,6,ACCELERATING,false,0,3,0,4,0,,,5,2,-35
132,2,4,510,6,ACCELERATING,false,0,3,0,4,1,,,5,2,-31
133,2,4,516,6,ACCELERATING,false,0,3,0,4,1,,,6,2,-27
134,2,4,522,6,USED_LIZARD,false,0,3,0,4,0,,,6,2,-27
