Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,2,4,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,2,4,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,2,4,15,8,ACCELERATING,false,0,0,0,0,0,,,0,0,0
4,2,4,24,9,ACCELERATING,false,0,0,1,0,0,,,0,0,4
5,2,4,39,3,HIT_WALL,false,0,2,0,0,0,,,0,0,3
6,2,4,45,6,ACCELERATING,false,0,2,0,0,1,,,0,0,7
7,2,4,53,8,ACCELERATING,false,0,2,0,0,1,,,0,0,7
8,2,4,61,3,HIT_WALL,false,0,4,0,0,1,,,0,0,2
9,2,4,64,3,ACCELERATING,false,0,4,0,0,2,,,0,0,6
10,2,4,67,3,ACCELERATING,false,0,4,0,0,2,,,0,0,6
11,2,4,70,3,ACCELERATING,false,0,4,0,0,2,,,0,0,6
12,2,4,73,3,ACCELERATING,false,0,4,0,0,2,,,0,0,6
13,2,4,76,3,ACCELERATING,false,0,4,0,0,2,,,0,0,6
14,2,4,79,0,HIT_MUD,false,0,5,0,0,2,,,0,0,3
15,2,4,79,0,FIXED_CAR,false,0,3,0,0,2,,,0,0,3
16,2,4,82,3,ACCELERATING,false,0,3,0,0,2,,,0,0,3
17,2,4,88,3,HIT_MUD,false,0,4,0,0,2,,,0,0,0
18,2,4,91,3,ACCELERATING,false,0,4,0,0,2,,,0,0,0
19,2,4,94,3,ACCELERATING,false,0,4,0,0,2,,,0,0,0
20,2,4,97,3,ACCELERATING,false,0,4,0,1,2,,,0,0,4
21,2,4,100,3,ACCELERATING,false,0,4,0,1,2,,,0,0,4
22,2,4,103,3,ACCELERATING,false,0,4,0,1,2,,,0,0,4
23,2,4,106,0,HIT_WALL,false,0,5,0,1,2,,,0,0,-1
24,2,4,106,0,FIXED_CAR,false,0,3,0,1,2,,,0,0,-1
25,2,4,109,3,ACCELERATING,false,0,3,0,1,2,,,0,0,-1
26,2,4,115,6,ACCELERATING,false,0,3,0,1,2,,,0,0,-1
27,2,4,121,6,USED_LIZARD,false,0,3,0,1,1,,,0,0,-1
28,2,4,127,6,USED_LIZARD,false,0,3,0,1,0,,,0,0,-1
29,2,4,133,6,ACCELERATING,false,0,3,0,1,0,,,0,2,7
30,2,4,139,6,ACCELERATING,false,0,3,0,1,0,,,0,2,7
31,2,4,145,6,ACCELERATING,false,0,3,1,1,0,,,1,2,15
32,2,4,151,6,USED_BOOST,true,5,3,0,1,0,,,1,3,23
33,2,4,157,0,HIT_WALL,false,0,5,1,1,0,,,1,4,21
34,2,4,157,0,FIXED_CAR,false,0,3,1,1,0,,,1,4,21
35,2,4,160,3,ACCELERATING,false,0,3,1,1,0,,,1,4,21
36,2,4,166,3,HIT_MUD,false,0,4,1,1,1,,,1,5,26
37,2,4,169,3,ACCELERATING,false,0,4,1,1,1,,,1,5,26
38,2,4,172,3,ACCELERATING,false,0,4,1,1,1,,,1,5,26
39,2,4,175,3,ACCELERATING,false,0,4,1,1,1,,,1,5,26
40,2,4,178,0,HIT_WALL,false,0,5,1,1,1,,,1,5,13
41,2,4,178,0,FIXED_CAR,false,0,3,1,1,1,,,1,5,13
42,2,4,181,3,ACCELERATING,false,0,3,1,1,1,,,1,5,13
43,2,4,187,6,ACCELERATING,false,0,3,1,1,1,,,1,5,13
44,2,4,193,6,USED_BOOST,true,5,3,0,2,1,,,1,5,21
45,2,4,199,6,ACCELERATING,true,4,3,0,2,1,,,1,5,21
46,2,4,205,6,USED_LIZARD,true,3,3,0,2,0,,,1,5,21
47,2,4,211,3,HIT_MUD,false,0,4,0,2,0,,,1,5,18
48,2,4,214,3,ACCELERATING,false,0,4,0,2,0,,,1,5,18
49,2,4,217,3,ACCELERATING,false,0,4,0,2,0,,,1,5,18
50,2,4,220,3,ACCELERATING,false,0,4,0,2,0,,,1,5,18
51,2,4,223,3,ACCELERATING,false,0,4,0,2,0,,,1,5,18
52,2,4,226,3,ACCELERATING,false,0,4,0,2,0,,,1,5,18
53,2,4,229,3,ACCELERATING,false,0,4,0,2,1,,,2,5,26
54,2,4,232,0,HIT_WALL,false,0,5,1,2,1,,,2,5,25
55,2,4,232,0,FIXED_CAR,false,0,3,1,2,1,,,2,5,25
56,2,4,235,3,ACCELERATING,false,0,3,1,2,2,,,2,5,29
57,2,4,241,6,ACCELERATING,false,0,3,1,2,2,,,2,5,29
58,2,4,247,6,USED_LIZARD,false,0,3,1,2,1,,,2,5,29
59,2,4,253,0,HIT_WALL,false,0,5,0,2,1,,,2,5,28
60,2,4,253,0,FIXED_CAR,false,0,3,0,2,1,,,2,5,28
61,2,4,256,3,ACCELERATING,false,0,3,0,2,1,,,2,5,28
62,2,4,262,6,ACCELERATING,false,0,3,0,2,1,,,2,5,28
63,2,4,268,0,HIT_WALL,false,0,5,0,2,1,,,2,5,23
64,2,4,268,0,FIXED_CAR,false,0,3,0,2,1,,,2,5,23
65,2,4,271,3,ACCELERATING,false,0,3,0,2,1,,,2,5,23
66,2,4,277,6,ACCELERATING,false,0,3,0,2,1,,,2,5,23
67,2,4,283,6,USED_LIZARD,false,0,3,0,2,0,,,2,5,23
68,2,4,289,6,ACCELERATING,false,0,3,0,2,0,,,2,5,23
69,2,4,295,3,HIT_MUD,false,0,4,0,2,0,,,2,5,20
70,2,4,298,3,ACCELERATING,false,0,4,0,2,0,,,2,5,20
71,2,4,301,0,HIT_MUD,false,0,5,0,2,0,,,2,5,17
72,2,4,301,0,FIXED_CAR,false,0,3,0,2,0,,,2,5,17
73,2,4,304,3,ACCELERATING,false,0,3,0,2,0,,,2,5,17
74,2,4,310,6,ACCELERATING,false,0,3,0,2,0,,,2,5,17
75,2,4,316,0,HIT_MUD,false,0,5,0,2,0,,,2,5,8
76,2,4,316,0,FIXED_CAR,false,0,3,0,2,0,,,2,5,8
77,2,4,319,0,HIT_MUD,false,0,5,0,2,0,,,2,5,2
78,2,4,319,0,FIXED_CAR,false,0,3,0,2,0,,,2,5,2
79,2,4,322,3,ACCELERATING,false,0,3,0,2,0,,,2,5,2
80,2,4,328,6,ACCELERATING,false,0,3,0,2,0,,,2,7,10
81,2,4,334,6,ACCELERATING,false,0,3,0,2,0,,,2,7,10
82,2,4,340,6,ACCELERATING,false,0,3,0,2,0,,,2,8,14
83,2,4,346,6,ACCELERATING,false,0,3,0,2,1,,,2,8,18
84,2,4,352,6,ACCELERATING,false,0,3,0,2,1,,,2,8,18
85,2,4,358,6,ACCELERATING,false,0,3,0,2,1,,,2,8,18
86,2,4,364,6,ACCELERATING,false,0,3,1,2,1,,,2,8,22
87,2,4,370,6,USED_BOOST,true,5,3,0,2,1,,,4,8,34
88,2,4,376,6,ACCELERATING,true,4,3,0,2,1,,,4,9,38
89,2,4,382,6,ACCELERATING,true,3,3,0,2,1,,,4,9,38
90,2,4,388,6,ACCELERATING,true,2,3,0,3,1,,,5,9,46
91,2,4,394,0,HIT_WALL,false,0,5,0,3,1,,,5,9,41
92,2,4,394,0,FIXED_CAR,false,0,3,0,3,1,,,5,9,41
93,2,4,397,3,ACCELERATING,false,0,3,0,3,1,,,5,9,41
94,2,4,403,6,ACCELERATING,false,0,3,0,3,1,,,5,9,41
95,2,4,409,6,USED_LIZARD,false,0,3,0,3,0,,,5,9,41
96,2,4,415,6,ACCELERATING,false,0,3,1,3,0,,,5,9,45
97,2,4,421,6,USED_BOOST,true,5,3,0,3,0,,,5,9,49
98,2,4,427,0,HIT_MUD,false,0,5,0,3,0,,,5,9,34
99,2,4,427,0,FIXED_CAR,false,0,3,0,3,0,,,5,9,34
100,2,4,430,0,HIT_MUD,false,0,5,0,3,0,,,5,9,28
