Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,2,4,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,2,4,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,2,4,15,6,HIT_MUD,false,0,1,0,0,0,,,0,1,1
4,2,4,23,8,ACCELERATING,false,0,1,0,0,0,,,0,1,1
5,2,4,32,8,HIT_MUD,false,0,2,0,0,0,,,0,1,-2
6,2,4,40,8,ACCELERATING,false,0,2,0,0,0,,,0,1,-2
7,2,4,48,8,ACCELERATING,false,0,2,0,0,0,,,1,1,2
8,2,4,56,6,HIT_MUD,false,0,3,0,0,0,,,1,2,3
9,2,4,62,6,ACCELERATING,false,0,3,0,0,0,,,1,2,3
10,2,4,68,6,ACCELERATING,false,0,3,0,0,0,,,1,2,3
11,2,4,74,6,ACCELERATING,false,0,3,0,0,0,,,1,2,3
12,2,4,75,0,HIT_CYBER_TRUCK,false,0,5,0,0,0,,,1,2,-4
13,2,4,75,0,FIXED_CAR,false,0,3,0,0,0,,,1,2,-4
14,2,4,78,3,HIT_MUD,false,0,4,0,0,0,,,1,2,-7
15,2,4,81,0,HIT_MUD,false,0,5,0,0,0,,,1,2,-10
16,2,4,81,0,FIXED_CAR,false,0,3,0,0,0,,,1,2,-10
17,2,4,84,3,ACCELERATING,false,0,3,0,0,0,,,1,2,-10
18,2,4,90,3,HIT_MUD,false,0,4,1,0,0,,,1,2,-9
19,2,4,93,0,HIT_WALL,false,0,5,1,0,0,,,1,2,-14
20,2,4,93,0,FIXED_CAR,false,0,3,1,0,0,,,1,2,-14
21,2,4,96,3,ACCELERATING,false,0,3,1,0,0,,,1,2,-14
22,2,4,102,6,ACCELERATING,false,0,3,1,0,0,,,2,2,-10
23,2,4,108,0,HIT_WALL,false,0,5,0,0,0,,,2,2,-11
24,2,4,108,0,FIXED_CAR,false,0,3,0,0,0,,,2,2,-11
25,2,4,111,3,ACCELERATING,false,0,3,0,0,1,,,2,2,-7
26,2,4,117,0,HIT_WALL,false,0,5,0,0,1,,,2,2,-12
27,2,4,117,0,FIXED_CAR,false,0,3,0,0,1,,,2,2,-12
28,2,4,120,3,ACCELERATING,false,0,3,0,0,1,,,2,2,-12
29,2,4,126,6,ACCELERATING,false,0,3,0,0,1,,,2,2,-12
30,2,4,132,6,USED_LIZARD,false,0,3,0,0,0,,,2,2,-12
31,2,4,138,3,HIT_MUD,false,0,4,0,0,0,,,2,2,-15
32,2,4,141,3,ACCELERATING,false,0,4,0,0,0,,,2,2,-15
33,2,4,144,3,ACCELERATING,false,0,4,0,0,0,,,2,2,-15
34,2,4,147,3,ACCELERATING,false,0,4,0,0,0,,,2,2,-15
35,2,4,150,0,HIT_MUD,false,0,5,0,0,0,,,2,2,-18
36,2,4,150,0,FIXED_CAR,false,0,3,0,0,0,,,2,2,-18
37,2,4,153,3,ACCELERATING,false,0,3,0,0,0,,,2,2,-18
38,2,4,159,0,HIT_WALL,false,0,5,1,0,0,,,2,2,-19
39,2,4,159,0,FIXED_CAR,false,0,3,1,0,0,,,2,2,-19
40,2,4,162,3,ACCELERATING,false,0,3,1,0,0,,,2,2,-19
41,2,4,168,6,ACCELERATING,false,0,3,1,0,0,,,2,2,-19
42,2,4,174,6,USED_BOOST,true,5,3,0,0,0,,,3,2,-11
43,2,4,180,0,HIT_WALL,false,0,5,0,0,0,,,3,2,-16
44,2,4,180,0,FIXED_CAR,false,0,3,0,0,0,,,3,2,-16
45,2,4,183,0,HIT_WALL,false,0,5,0,0,0,,,3,3,-17
46,2,4,183,0,FIXED_CAR,false,0,3,0,0,0,,,3,3,-17
47,2,4,186,3,ACCELERATING,false,0,3,0,0,0,,,3,3,-17
48,2,4,192,6,ACCELERATING,false,0,3,0,0,0,,,3,3,-17
49,2,4,198,6,ACCELERATING,false,0,3,0,0,0,,,3,3,-17
50,2,4,204,0,HIT_MUD,false,0,5,0,0,0,,,3,3,-23
51,2,4,204,0,FIXED_CAR,false,0,3,0,0,0,,,3,3,-23
52,2,4,207,0,HIT_MUD,false,0,5,0,0,0,,,3,3,-32
53,2,4,207,0,FIXED_CAR,false,0,3,0,0,0,,,3,3,-32
54,2,4,210,3,ACCELERATING,false,0,3,0,0,0,,,3,3,-32
55,2,4,216,6,ACCELERATING,false,0,3,0,0,0,,,3,3,-32
56,2,4,222,6,ACCELERATING,false,0,3,0,0,0,,,3,3,-32
57,2,4,228,6,ACCELERATING,false,0,3,0,0,0,,,3,3,-32
58,2,4,234,6,ACCELERATING,false,0,3,0,0,0,,,3,3,-32
59,2,4,240,3,HIT_MUD,false,0,4,0,0,0,,,3,3,-35
60,2,4,243,3,ACCELERATING,false,0,4,0,0,0,,,3,3,-35
61,2,4,246,3,ACCELERATING,false,0,4,0,0,0,,,3,3,-35
62,2,4,249,3,ACCELERATING,false,0,4,0,0,0,,,3,3,-35
63,2,4,252,3,ACCELERATING,false,0,4,0,0,0,,,3,3,-35
64,2,4,255,3,ACCELERATING,false,0,4,0,0,0,,,3,3,-35
65,2,4,258,3,ACCELERATING,false,0,4,0,0,0,,,3,3,-35
66,2,4,261,0,HIT_MUD,false,0,5,0,0,0,,,3,3,-38
67,2,4,261,0,FIXED_CAR,false,0,3,0,0,0,,,3,3,-38
68,2,4,264,3,ACCELERATING,false,0,3,0,0,0,,,3,3,-38
69,2,4,270,6,ACCELERATING,false,0,3,0,0,0,,,3,3,-38
70,2,4,276,6,ACCELERATING,false,0,3,0,0,0,,,3,3,-38
71,2,4,282,6,ACCELERATING,false,0,3,0,0,1,,,3,3,-34
72,2,4,288,6,ACCELERATING,false,0,3,0,0,1,,,3,3,-34
73,2,4,294,6,ACCELERATING,false,0,3,0,1,1,,,3,3,-30
74,2,4,300,6,ACCELERATING,false,0,3,0,1,1,,,3,3,-30
75,2,4,306,6,ACCELERATING,false,0,3,0,1,1,,,3,3,-30
76,2,4,312,6,ACCELERATING,false,0,3,0,1,1,,,3,3,-30
77,2,4,318,0,HIT_WALL,false,0,5,1,1,1,,,3,4,-27
78,2,4,318,0,FIXED_CAR,false,0,3,1,1,1,,,3,4,-27
79,2,4,321,3,ACCELERATING,false,0,3,1,1,1,,,3,4,-27
80,2,4,327,6,ACCELERATING,false,0,3,2,1,1,,,3,4,-23
81,2,4,333,0,HIT_WALL,false,0,5,1,1,1,,,3,4,-24
82,2,4,333,0,FIXED_CAR,false,0,3,1,1,1,,,3,4,-24
83,2,4,336,3,ACCELERATING,false,0,3,1,1,1,,,3,4,-24
84,2,4,342,6,ACCELERATING,false,0,3,1,2,1,,,3,4,-20
85,2,4,348,6,USED_BOOST,true,5,3,0,2,1,,,3,4,-16
86,2,4,354,6,ACCELERATING,true,4,3,0,3,1,,,3,4,-12
87,2,4,360,6,ACCELERATING,true,3,3,0,3,1,,,3,4,-12
88,2,4,366,6,USED_LIZARD,true,2,3,0,3,0,,,3,4,-12
89,2,4,372,6,ACCELERATING,true,1,3,0,3,0,,,3,4,-12
90,2,4,378,6,ACCELERATING,false,0,3,0,3,0,,,3,4,-12
91,2,4,384,6,ACCELERATING,false,0,3,0,3,0,,,3,4,-12
92,2,4,390,6,ACCELERATING,false,0,3,0,3,0,,,3,4,-12
93,2,4,396,6,ACCELERATING,false,0,3,0,3,0,,,3,4,-12
94,2,4,402,0,HIT_WALL,false,0,5,0,3,0,,,3,4,-17
95,2,4,402,0,FIXED_CAR,false,0,3,0,3,0,,,3,4,-17
96,2,4,405,3,ACCELERATING,false,0,3,0,3,0,,,3,4,-17
97,2,4,411,3,HIT_MUD,false,0,4,0,3,0,,,3,5,-16
98,2,4,414,3,ACCELERATING,false,0,4,0,3,0,,,3,5,-16
99,2,4,417,0,HIT_MUD,false,0,5,0,3,0,,,3,5,-19
100,2,4,417,0,FIXED_CAR,false,0,3,0,3,0,,,3,5,-19
